,keyword,type,date,index
0,胃镜,pc,2020-03-11,61
0,胃镜,pc,2020-03-12,63
0,胃镜,pc,2020-03-13,63
0,胃镜,pc,2020-03-14,59
0,胃镜,pc,2020-03-15,0
0,胃镜,pc,2020-03-16,68
0,胃镜,pc,2020-03-17,83
0,胃镜,pc,2020-03-18,78
0,胃镜,pc,2020-03-19,74
0,胃镜,pc,2020-03-20,68
0,胃镜,pc,2020-03-21,57
0,胃镜,pc,2020-03-22,63
0,胃镜,pc,2020-03-23,76
0,胃镜,pc,2020-03-24,61
0,胃镜,pc,2020-03-25,70
0,胃镜,pc,2020-03-26,70
0,胃镜,pc,2020-03-27,63
0,胃镜,pc,2020-03-28,64
0,胃镜,pc,2020-03-29,57
0,胃镜,pc,2020-03-30,68
0,胃镜,pc,2020-03-31,63
0,胃镜,pc,2020-04-01,68
0,胃镜,pc,2020-04-02,63
0,胃镜,pc,2020-04-03,64
0,胃镜,pc,2020-04-04,0
0,胃镜,pc,2020-04-05,57
0,胃镜,pc,2020-04-06,63
0,胃镜,pc,2020-04-07,76
0,胃镜,pc,2020-04-08,66
0,胃镜,pc,2020-04-09,74
0,胃镜,pc,2020-04-10,64
0,胃镜,pc,2020-04-11,57
0,胃镜,pc,2020-04-12,59
0,胃镜,pc,2020-04-13,57
0,胃镜,pc,2020-04-14,59
0,胃镜,pc,2020-04-15,63
0,胃镜,pc,2020-04-16,61
0,胃镜,pc,2020-04-17,64
0,胃镜,pc,2020-04-18,61
0,胃镜,wise,2019-06-23,195
0,胃镜,wise,2019-06-24,231
0,胃镜,wise,2019-06-25,235
0,胃镜,wise,2019-06-26,269
0,胃镜,wise,2019-06-27,208
0,胃镜,wise,2019-06-28,196
0,胃镜,wise,2019-06-29,184
0,胃镜,wise,2019-06-30,158
0,胃镜,wise,2019-07-01,231
0,胃镜,wise,2019-07-02,214
0,胃镜,wise,2019-07-03,221
0,胃镜,wise,2019-07-04,235
0,胃镜,wise,2019-07-05,227
0,胃镜,wise,2019-07-06,179
0,胃镜,wise,2019-07-07,193
0,胃镜,wise,2019-07-08,229
0,胃镜,wise,2019-07-09,224
0,胃镜,wise,2019-07-10,228
0,胃镜,wise,2019-07-11,242
0,胃镜,wise,2019-07-12,224
0,胃镜,wise,2019-07-13,166
0,胃镜,wise,2019-07-14,179
0,胃镜,wise,2019-07-15,227
0,胃镜,wise,2019-07-16,245
0,胃镜,wise,2019-07-17,248
0,胃镜,wise,2019-07-18,193
0,胃镜,wise,2019-07-19,219
0,胃镜,wise,2019-07-20,189
0,胃镜,wise,2019-07-21,193
0,胃镜,wise,2019-07-22,257
0,胃镜,wise,2019-07-23,239
0,胃镜,wise,2019-07-24,227
0,胃镜,wise,2019-07-25,254
0,胃镜,wise,2019-07-26,198
0,胃镜,wise,2019-07-27,189
0,胃镜,wise,2019-07-28,208
0,胃镜,wise,2019-07-29,250
0,胃镜,wise,2019-07-30,284
0,胃镜,wise,2019-07-31,245
0,胃镜,wise,2019-08-01,211
0,胃镜,wise,2019-08-02,198
0,胃镜,wise,2019-08-03,185
0,胃镜,wise,2019-08-04,179
0,胃镜,wise,2019-08-05,222
0,胃镜,wise,2019-08-06,201
0,胃镜,wise,2019-08-07,185
0,胃镜,wise,2019-08-08,236
0,胃镜,wise,2019-08-09,212
0,胃镜,wise,2019-08-10,170
0,胃镜,wise,2019-08-11,190
0,胃镜,wise,2019-08-12,221
0,胃镜,wise,2019-08-13,236
0,胃镜,wise,2019-08-14,197
0,胃镜,wise,2019-08-15,208
0,胃镜,wise,2019-08-16,212
0,胃镜,wise,2019-08-17,180
0,胃镜,wise,2019-08-18,180
0,胃镜,wise,2019-08-19,231
0,胃镜,wise,2019-08-20,217
0,胃镜,wise,2019-08-21,247
0,胃镜,wise,2019-08-22,281
0,胃镜,wise,2019-08-23,239
0,胃镜,wise,2019-08-24,229
0,胃镜,wise,2019-08-25,199
0,胃镜,wise,2019-08-26,249
0,胃镜,wise,2019-08-27,277
0,胃镜,wise,2019-08-28,306
0,胃镜,wise,2019-08-29,275
0,胃镜,wise,2019-08-30,238
0,胃镜,wise,2019-08-31,211
0,胃镜,wise,2019-09-01,203
0,胃镜,wise,2019-09-02,209
0,胃镜,wise,2019-09-03,215
0,胃镜,wise,2019-09-04,238
0,胃镜,wise,2019-09-05,247
0,胃镜,wise,2019-09-06,202
0,胃镜,wise,2019-09-07,166
0,胃镜,wise,2019-09-08,185
0,胃镜,wise,2019-09-09,214
0,胃镜,wise,2019-09-10,205
0,胃镜,wise,2019-09-11,215
0,胃镜,wise,2019-09-12,199
0,胃镜,wise,2019-09-13,144
0,胃镜,wise,2019-09-14,147
0,胃镜,wise,2019-09-15,159
0,胃镜,wise,2019-09-16,181
0,胃镜,wise,2019-09-17,206
0,胃镜,wise,2019-09-18,190
0,胃镜,wise,2019-09-19,187
0,胃镜,wise,2019-09-20,180
0,胃镜,wise,2019-09-21,180
0,胃镜,wise,2019-09-22,157
0,胃镜,wise,2019-09-23,158
0,胃镜,wise,2019-09-24,167
0,胃镜,wise,2019-09-25,161
0,胃镜,wise,2019-09-26,182
0,胃镜,wise,2019-09-27,166
0,胃镜,wise,2019-09-28,132
0,胃镜,wise,2019-09-29,161
0,胃镜,wise,2019-09-30,164
0,胃镜,wise,2019-10-01,144
0,胃镜,wise,2019-10-02,160
0,胃镜,wise,2019-10-03,151
0,胃镜,wise,2019-10-04,139
0,胃镜,wise,2019-10-05,158
0,胃镜,wise,2019-10-06,155
0,胃镜,wise,2019-10-07,162
0,胃镜,wise,2019-10-08,182
0,胃镜,wise,2019-10-09,183
0,胃镜,wise,2019-10-10,179
0,胃镜,wise,2019-10-11,182
0,胃镜,wise,2019-10-12,196
0,胃镜,wise,2019-10-13,187
0,胃镜,wise,2019-10-14,202
0,胃镜,wise,2019-10-15,219
0,胃镜,wise,2019-10-16,199
0,胃镜,wise,2019-10-17,181
0,胃镜,wise,2019-10-18,183
0,胃镜,wise,2019-10-19,173
0,胃镜,wise,2019-10-20,166
0,胃镜,wise,2019-10-21,193
0,胃镜,wise,2019-10-22,193
0,胃镜,wise,2019-10-23,185
0,胃镜,wise,2019-10-24,214
0,胃镜,wise,2019-10-25,190
0,胃镜,wise,2019-10-26,184
0,胃镜,wise,2019-10-27,180
0,胃镜,wise,2019-10-28,241
0,胃镜,wise,2019-10-29,195
0,胃镜,wise,2019-10-30,170
0,胃镜,wise,2019-10-31,171
0,胃镜,wise,2019-11-01,151
0,胃镜,wise,2019-11-02,148
0,胃镜,wise,2019-11-03,145
0,胃镜,wise,2019-11-04,185
0,胃镜,wise,2019-11-05,187
0,胃镜,wise,2019-11-06,184
0,胃镜,wise,2019-11-07,167
0,胃镜,wise,2019-11-08,147
0,胃镜,wise,2019-11-09,147
0,胃镜,wise,2019-11-10,157
0,胃镜,wise,2019-11-11,168
0,胃镜,wise,2019-11-12,162
0,胃镜,wise,2019-11-13,174
0,胃镜,wise,2019-11-14,166
0,胃镜,wise,2019-11-15,179
0,胃镜,wise,2019-11-16,164
0,胃镜,wise,2019-11-17,167
0,胃镜,wise,2019-11-18,204
0,胃镜,wise,2019-11-19,157
0,胃镜,wise,2019-11-20,180
0,胃镜,wise,2019-11-21,182
0,胃镜,wise,2019-11-22,170
0,胃镜,wise,2019-11-23,151
0,胃镜,wise,2019-11-24,158
0,胃镜,wise,2019-11-25,193
0,胃镜,wise,2019-11-26,206
0,胃镜,wise,2019-11-27,208
0,胃镜,wise,2019-11-28,201
0,胃镜,wise,2019-11-29,170
0,胃镜,wise,2019-11-30,157
0,胃镜,wise,2019-12-01,170
0,胃镜,wise,2019-12-02,190
0,胃镜,wise,2019-12-03,181
0,胃镜,wise,2019-12-04,167
0,胃镜,wise,2019-12-05,158
0,胃镜,wise,2019-12-06,189
0,胃镜,wise,2019-12-07,201
0,胃镜,wise,2019-12-08,163
0,胃镜,wise,2019-12-09,206
0,胃镜,wise,2019-12-10,180
0,胃镜,wise,2019-12-11,183
0,胃镜,wise,2019-12-12,183
0,胃镜,wise,2019-12-13,189
0,胃镜,wise,2019-12-14,151
0,胃镜,wise,2019-12-15,170
0,胃镜,wise,2019-12-16,209
0,胃镜,wise,2019-12-17,203
0,胃镜,wise,2019-12-18,179
0,胃镜,wise,2019-12-19,218
0,胃镜,wise,2019-12-20,179
0,胃镜,wise,2019-12-21,171
0,胃镜,wise,2019-12-22,170
0,胃镜,wise,2019-12-23,203
0,胃镜,wise,2019-12-24,180
0,胃镜,wise,2019-12-25,163
0,胃镜,wise,2019-12-26,197
0,胃镜,wise,2019-12-27,199
0,胃镜,wise,2019-12-28,174
0,胃镜,wise,2019-12-29,174
0,胃镜,wise,2019-12-30,170
0,胃镜,wise,2019-12-31,166
0,胃镜,wise,2020-01-01,159
0,胃镜,wise,2020-01-02,184
0,胃镜,wise,2020-01-03,184
0,胃镜,wise,2020-01-04,165
0,胃镜,wise,2020-01-05,182
0,胃镜,wise,2020-01-06,205
0,胃镜,wise,2020-01-07,187
0,胃镜,wise,2020-01-08,212
0,胃镜,wise,2020-01-09,184
0,胃镜,wise,2020-01-10,180
0,胃镜,wise,2020-01-11,166
0,胃镜,wise,2020-01-12,178
0,胃镜,wise,2020-01-13,164
0,胃镜,wise,2020-01-14,176
0,胃镜,wise,2020-01-15,147
0,胃镜,wise,2020-01-16,163
0,胃镜,wise,2020-01-17,161
0,胃镜,wise,2020-01-18,143
0,胃镜,wise,2020-01-19,145
0,胃镜,wise,2020-01-20,154
0,胃镜,wise,2020-01-21,149
0,胃镜,wise,2020-01-22,147
0,胃镜,wise,2020-01-23,105
0,胃镜,wise,2020-01-24,71
0,胃镜,wise,2020-01-25,66
0,胃镜,wise,2020-01-26,92
0,胃镜,wise,2020-01-27,105
0,胃镜,wise,2020-01-28,99
0,胃镜,wise,2020-01-29,110
0,胃镜,wise,2020-01-30,108
0,胃镜,wise,2020-01-31,99
0,胃镜,wise,2020-02-01,109
0,胃镜,wise,2020-02-02,95
0,胃镜,wise,2020-02-03,109
0,胃镜,wise,2020-02-04,92
0,胃镜,wise,2020-02-05,97
0,胃镜,wise,2020-02-06,84
0,胃镜,wise,2020-02-07,117
0,胃镜,wise,2020-02-08,93
0,胃镜,wise,2020-02-09,86
0,胃镜,wise,2020-02-10,102
0,胃镜,wise,2020-02-11,126
0,胃镜,wise,2020-02-12,84
0,胃镜,wise,2020-02-13,108
0,胃镜,wise,2020-02-14,128
0,胃镜,wise,2020-02-15,119
0,胃镜,wise,2020-02-16,119
0,胃镜,wise,2020-02-17,108
0,胃镜,wise,2020-02-18,117
0,胃镜,wise,2020-02-19,136
0,胃镜,wise,2020-02-20,130
0,胃镜,wise,2020-02-21,130
0,胃镜,wise,2020-02-22,97
0,胃镜,wise,2020-02-23,109
0,胃镜,wise,2020-02-24,135
0,胃镜,wise,2020-02-25,149
0,胃镜,wise,2020-02-26,135
0,胃镜,wise,2020-02-27,125
0,胃镜,wise,2020-02-28,125
0,胃镜,wise,2020-02-29,117
0,胃镜,wise,2020-03-01,126
0,胃镜,wise,2020-03-02,125
0,胃镜,wise,2020-03-03,158
0,胃镜,wise,2020-03-04,138
0,胃镜,wise,2020-03-05,138
0,胃镜,wise,2020-03-06,143
0,胃镜,wise,2020-03-07,139
0,胃镜,wise,2020-03-08,158
0,胃镜,wise,2020-03-09,155
0,胃镜,wise,2020-03-10,174
0,胃镜,wise,2020-03-11,162
0,胃镜,wise,2020-03-12,158
0,胃镜,wise,2020-03-13,136
0,胃镜,wise,2020-03-14,154
0,胃镜,wise,2020-03-15,136
0,胃镜,wise,2020-03-16,170
0,胃镜,wise,2020-03-17,158
0,胃镜,wise,2020-03-18,166
0,胃镜,wise,2020-03-19,151
0,胃镜,wise,2020-03-20,143
0,胃镜,wise,2020-03-21,122
0,胃镜,wise,2020-03-22,148
0,胃镜,wise,2020-03-23,177
0,胃镜,wise,2020-03-24,158
0,胃镜,wise,2020-03-25,171
0,胃镜,wise,2020-03-26,154
0,胃镜,wise,2020-03-27,157
0,胃镜,wise,2020-03-28,126
0,胃镜,wise,2020-03-29,139
0,胃镜,wise,2020-03-30,168
0,胃镜,wise,2020-03-31,176
0,胃镜,wise,2020-04-01,162
0,胃镜,wise,2020-04-02,158
0,胃镜,wise,2020-04-03,160
0,胃镜,wise,2020-04-04,161
0,胃镜,wise,2020-04-05,149
0,胃镜,wise,2020-04-06,165
0,胃镜,wise,2020-04-07,166
0,胃镜,wise,2020-04-08,159
0,胃镜,wise,2020-04-09,200
0,胃镜,wise,2020-04-10,170
0,胃镜,wise,2020-04-11,154
0,胃镜,wise,2020-04-12,159
0,胃镜,wise,2020-04-13,167
0,胃镜,wise,2020-04-14,182
0,胃镜,wise,2020-04-15,186
0,胃镜,wise,2020-04-16,157
0,胃镜,wise,2020-04-17,164
0,胃镜,wise,2020-04-18,170
0,消化道出血,all,2019-06-23,139
0,消化道出血,all,2019-06-24,148
0,消化道出血,all,2019-06-25,159
0,消化道出血,all,2019-06-26,164
0,消化道出血,all,2019-06-27,150
0,消化道出血,all,2019-06-28,127
0,消化道出血,all,2019-06-29,79
0,消化道出血,all,2019-06-30,133
0,消化道出血,all,2019-07-01,150
0,消化道出血,all,2019-07-02,135
0,消化道出血,all,2019-07-03,150
0,消化道出血,all,2019-07-04,143
0,消化道出血,all,2019-07-05,84
0,消化道出血,all,2019-07-06,83
0,消化道出血,all,2019-07-07,145
0,消化道出血,all,2019-07-08,147
0,消化道出血,all,2019-07-09,139
0,消化道出血,all,2019-07-10,158
0,消化道出血,all,2019-07-11,79
0,消化道出血,all,2019-07-12,158
0,消化道出血,all,2019-07-13,140
0,消化道出血,all,2019-07-14,143
0,消化道出血,all,2019-07-15,93
0,消化道出血,all,2019-07-16,146
0,消化道出血,all,2019-07-17,76
0,消化道出血,all,2019-07-18,80
0,消化道出血,all,2019-07-19,76
0,消化道出血,all,2019-07-20,137
0,消化道出血,all,2019-07-21,89
0,消化道出血,all,2019-07-22,144
0,消化道出血,all,2019-07-23,139
0,消化道出血,all,2019-07-24,140
0,消化道出血,all,2019-07-25,73
0,消化道出血,all,2019-07-26,127
0,消化道出血,all,2019-07-27,74
0,消化道出血,all,2019-07-28,100
0,消化道出血,all,2019-07-29,148
0,消化道出血,all,2019-07-30,139
0,消化道出血,all,2019-07-31,137
0,消化道出血,all,2019-08-01,158
0,消化道出血,all,2019-08-02,142
0,消化道出血,all,2019-08-03,78
0,消化道出血,all,2019-08-04,79
0,消化道出血,all,2019-08-05,138
0,消化道出血,all,2019-08-06,144
0,消化道出血,all,2019-08-07,76
0,消化道出血,all,2019-08-08,139
0,消化道出血,all,2019-08-09,83
0,消化道出血,all,2019-08-10,136
0,消化道出血,all,2019-08-11,82
0,消化道出血,all,2019-08-12,87
0,消化道出血,all,2019-08-13,138
0,消化道出血,all,2019-08-14,86
0,消化道出血,all,2019-08-15,71
0,消化道出血,all,2019-08-16,78
0,消化道出血,all,2019-08-17,79
0,消化道出血,all,2019-08-18,78
0,消化道出血,all,2019-08-19,80
0,消化道出血,all,2019-08-20,65
0,消化道出血,all,2019-08-21,148
0,消化道出血,all,2019-08-22,139
0,消化道出血,all,2019-08-23,139
0,消化道出血,all,2019-08-24,126
0,消化道出血,all,2019-08-25,67
0,消化道出血,all,2019-08-26,80
0,消化道出血,all,2019-08-27,130
0,消化道出血,all,2019-08-28,73
0,消化道出血,all,2019-08-29,137
0,消化道出血,all,2019-08-30,84
0,消化道出血,all,2019-08-31,83
0,消化道出血,all,2019-09-01,141
0,消化道出血,all,2019-09-02,71
0,消化道出血,all,2019-09-03,138
0,消化道出血,all,2019-09-04,136
0,消化道出血,all,2019-09-05,131
0,消化道出血,all,2019-09-06,84
0,消化道出血,all,2019-09-07,63
0,消化道出血,all,2019-09-08,71
0,消化道出血,all,2019-09-09,89
0,消化道出血,all,2019-09-10,130
0,消化道出血,all,2019-09-11,80
0,消化道出血,all,2019-09-12,61
0,消化道出血,all,2019-09-13,83
0,消化道出血,all,2019-09-14,124
0,消化道出血,all,2019-09-15,132
0,消化道出血,all,2019-09-16,79
0,消化道出血,all,2019-09-17,135
0,消化道出血,all,2019-09-18,76
0,消化道出血,all,2019-09-19,63
0,消化道出血,all,2019-09-20,79
0,消化道出血,all,2019-09-21,79
0,消化道出血,all,2019-09-22,73
0,消化道出血,all,2019-09-23,84
0,消化道出血,all,2019-09-24,135
0,消化道出血,all,2019-09-25,135
0,消化道出血,all,2019-09-26,127
0,消化道出血,all,2019-09-27,141
0,消化道出血,all,2019-09-28,71
0,消化道出血,all,2019-09-29,86
0,消化道出血,all,2019-09-30,67
0,消化道出血,all,2019-10-01,73
0,消化道出血,all,2019-10-02,83
0,消化道出血,all,2019-10-03,79
0,消化道出血,all,2019-10-04,122
0,消化道出血,all,2019-10-05,79
0,消化道出血,all,2019-10-06,60
0,消化道出血,all,2019-10-07,125
0,消化道出血,all,2019-10-08,137
0,消化道出血,all,2019-10-09,141
0,消化道出血,all,2019-10-10,127
0,消化道出血,all,2019-10-11,139
0,消化道出血,all,2019-10-12,70
0,消化道出血,all,2019-10-13,140
0,消化道出血,all,2019-10-14,69
0,消化道出血,all,2019-10-15,130
0,消化道出血,all,2019-10-16,63
0,消化道出血,all,2019-10-17,142
0,消化道出血,all,2019-10-18,74
0,消化道出血,all,2019-10-19,129
0,消化道出血,all,2019-10-20,128
0,消化道出血,all,2019-10-21,70
0,消化道出血,all,2019-10-22,74
0,消化道出血,all,2019-10-23,71
0,消化道出血,all,2019-10-24,117
0,消化道出血,all,2019-10-25,141
0,消化道出血,all,2019-10-26,63
0,消化道出血,all,2019-10-27,74
0,消化道出血,all,2019-10-28,130
0,消化道出血,all,2019-10-29,78
0,消化道出血,all,2019-10-30,82
0,消化道出血,all,2019-10-31,73
0,消化道出血,all,2019-11-01,124
0,消化道出血,all,2019-11-02,63
0,消化道出血,all,2019-11-03,78
0,消化道出血,all,2019-11-04,82
0,消化道出血,all,2019-11-05,138
0,消化道出血,all,2019-11-06,123
0,消化道出血,all,2019-11-07,135
0,消化道出血,all,2019-11-08,124
0,消化道出血,all,2019-11-09,82
0,消化道出血,all,2019-11-10,139
0,消化道出血,all,2019-11-11,66
0,消化道出血,all,2019-11-12,131
0,消化道出血,all,2019-11-13,141
0,消化道出血,all,2019-11-14,146
0,消化道出血,all,2019-11-15,74
0,消化道出血,all,2019-11-16,137
0,消化道出血,all,2019-11-17,158
0,消化道出血,all,2019-11-18,80
0,消化道出血,all,2019-11-19,136
0,消化道出血,all,2019-11-20,70
0,消化道出血,all,2019-11-21,128
0,消化道出血,all,2019-11-22,146
0,消化道出血,all,2019-11-23,135
0,消化道出血,all,2019-11-24,63
0,消化道出血,all,2019-11-25,143
0,消化道出血,all,2019-11-26,141
0,消化道出血,all,2019-11-27,145
0,消化道出血,all,2019-11-28,74
0,消化道出血,all,2019-11-29,141
0,消化道出血,all,2019-11-30,137
0,消化道出血,all,2019-12-01,66
0,消化道出血,all,2019-12-02,139
0,消化道出血,all,2019-12-03,82
0,消化道出血,all,2019-12-04,143
0,消化道出血,all,2019-12-05,145
0,消化道出血,all,2019-12-06,80
0,消化道出血,all,2019-12-07,70
0,消化道出血,all,2019-12-08,71
0,消化道出血,all,2019-12-09,74
0,消化道出血,all,2019-12-10,91
0,消化道出血,all,2019-12-11,79
0,消化道出血,all,2019-12-12,130
0,消化道出血,all,2019-12-13,93
0,消化道出血,all,2019-12-14,73
0,消化道出血,all,2019-12-15,141
0,消化道出血,all,2019-12-16,131
0,消化道出血,all,2019-12-17,73
0,消化道出血,all,2019-12-18,78
0,消化道出血,all,2019-12-19,84
0,消化道出血,all,2019-12-20,92
0,消化道出血,all,2019-12-21,87
0,消化道出血,all,2019-12-22,78
0,消化道出血,all,2019-12-23,153
0,消化道出血,all,2019-12-24,79
0,消化道出血,all,2019-12-25,146
0,消化道出血,all,2019-12-26,79
0,消化道出血,all,2019-12-27,141
0,消化道出血,all,2019-12-28,73
0,消化道出血,all,2019-12-29,70
0,消化道出血,all,2019-12-30,133
0,消化道出血,all,2019-12-31,79
0,消化道出血,all,2020-01-01,66
0,消化道出血,all,2020-01-02,83
0,消化道出血,all,2020-01-03,136
0,消化道出血,all,2020-01-04,138
0,消化道出血,all,2020-01-05,133
0,消化道出血,all,2020-01-06,151
0,消化道出血,all,2020-01-07,148
0,消化道出血,all,2020-01-08,73
0,消化道出血,all,2020-01-09,130
0,消化道出血,all,2020-01-10,71
0,消化道出血,all,2020-01-11,79
0,消化道出血,all,2020-01-12,128
0,消化道出血,all,2020-01-13,126
0,消化道出血,all,2020-01-14,123
0,消化道出血,all,2020-01-15,130
0,消化道出血,all,2020-01-16,135
0,消化道出血,all,2020-01-17,69
0,消化道出血,all,2020-01-18,66
0,消化道出血,all,2020-01-19,126
0,消化道出血,all,2020-01-20,120
0,消化道出血,all,2020-01-21,118
0,消化道出血,all,2020-01-22,128
0,消化道出血,all,2020-01-23,67
0,消化道出血,all,2020-01-24,73
0,消化道出血,all,2020-01-25,58
0,消化道出血,all,2020-01-26,122
0,消化道出血,all,2020-01-27,120
0,消化道出血,all,2020-01-28,70
0,消化道出血,all,2020-01-29,67
0,消化道出血,all,2020-01-30,73
0,消化道出血,all,2020-01-31,71
0,消化道出血,all,2020-02-01,65
0,消化道出血,all,2020-02-02,76
0,消化道出血,all,2020-02-03,126
0,消化道出血,all,2020-02-04,128
0,消化道出血,all,2020-02-05,130
0,消化道出血,all,2020-02-06,141
0,消化道出血,all,2020-02-07,124
0,消化道出血,all,2020-02-08,71
0,消化道出血,all,2020-02-09,76
0,消化道出血,all,2020-02-10,126
0,消化道出血,all,2020-02-11,67
0,消化道出血,all,2020-02-12,80
0,消化道出血,all,2020-02-13,74
0,消化道出血,all,2020-02-14,67
0,消化道出血,all,2020-02-15,123
0,消化道出血,all,2020-02-16,76
0,消化道出血,all,2020-02-17,69
0,消化道出血,all,2020-02-18,136
0,消化道出血,all,2020-02-19,74
0,消化道出血,all,2020-02-20,133
0,消化道出血,all,2020-02-21,135
0,消化道出血,all,2020-02-22,73
0,消化道出血,all,2020-02-23,66
0,消化道出血,all,2020-02-24,143
0,消化道出血,all,2020-02-25,128
0,消化道出血,all,2020-02-26,124
0,消化道出血,all,2020-02-27,70
0,消化道出血,all,2020-02-28,130
0,消化道出血,all,2020-02-29,80
0,消化道出血,all,2020-03-01,128
0,消化道出血,all,2020-03-02,128
0,消化道出血,all,2020-03-03,137
0,消化道出血,all,2020-03-04,78
0,消化道出血,all,2020-03-05,134
0,消化道出血,all,2020-03-06,122
0,消化道出血,all,2020-03-07,123
0,消化道出血,all,2020-03-08,73
0,消化道出血,all,2020-03-09,127
0,消化道出血,all,2020-03-10,82
0,消化道出血,all,2020-03-11,147
0,消化道出血,all,2020-03-12,147
0,消化道出血,all,2020-03-13,135
0,消化道出血,all,2020-03-14,128
0,消化道出血,all,2020-03-15,139
0,消化道出血,all,2020-03-16,131
0,消化道出血,all,2020-03-17,143
0,消化道出血,all,2020-03-18,124
0,消化道出血,all,2020-03-19,132
0,消化道出血,all,2020-03-20,67
0,消化道出血,all,2020-03-21,63
0,消化道出血,all,2020-03-22,136
0,消化道出血,all,2020-03-23,141
0,消化道出血,all,2020-03-24,132
0,消化道出血,all,2020-03-25,66
0,消化道出血,all,2020-03-26,130
0,消化道出血,all,2020-03-27,135
0,消化道出血,all,2020-03-28,128
0,消化道出血,all,2020-03-29,76
0,消化道出血,all,2020-03-30,136
0,消化道出血,all,2020-03-31,65
0,消化道出血,all,2020-04-01,146
0,消化道出血,all,2020-04-02,139
0,消化道出血,all,2020-04-03,73
0,消化道出血,all,2020-04-04,141
0,消化道出血,all,2020-04-05,73
0,消化道出血,all,2020-04-06,140
0,消化道出血,all,2020-04-07,130
0,消化道出血,all,2020-04-08,73
0,消化道出血,all,2020-04-09,122
0,消化道出血,all,2020-04-10,118
0,消化道出血,all,2020-04-11,131
0,消化道出血,all,2020-04-12,120
0,消化道出血,all,2020-04-13,131
0,消化道出血,all,2020-04-14,124
0,消化道出血,all,2020-04-15,133
0,消化道出血,all,2020-04-16,127
0,消化道出血,all,2020-04-17,139
0,消化道出血,all,2020-04-18,139
0,消化道出血,pc,2019-06-23,59
0,消化道出血,pc,2019-06-24,64
0,消化道出血,pc,2019-06-25,59
0,消化道出血,pc,2019-06-26,59
0,消化道出血,pc,2019-06-27,59
0,消化道出血,pc,2019-06-28,57
0,消化道出血,pc,2019-06-29,0
0,消化道出血,pc,2019-06-30,57
0,消化道出血,pc,2019-07-01,57
0,消化道出血,pc,2019-07-02,59
0,消化道出血,pc,2019-07-03,57
0,消化道出血,pc,2019-07-04,57
0,消化道出血,pc,2019-07-05,0
0,消化道出血,pc,2019-07-06,0
0,消化道出血,pc,2019-07-07,59
0,消化道出血,pc,2019-07-08,61
0,消化道出血,pc,2019-07-09,59
0,消化道出血,pc,2019-07-10,59
0,消化道出血,pc,2019-07-11,0
0,消化道出血,pc,2019-07-12,61
0,消化道出血,pc,2019-07-13,61
0,消化道出血,pc,2019-07-14,57
0,消化道出血,pc,2019-07-15,0
0,消化道出血,pc,2019-07-16,57
0,消化道出血,pc,2019-07-17,0
0,消化道出血,pc,2019-07-18,0
0,消化道出血,pc,2019-07-19,0
0,消化道出血,pc,2019-07-20,57
0,消化道出血,pc,2019-07-21,0
0,消化道出血,pc,2019-07-22,57
0,消化道出血,pc,2019-07-23,59
0,消化道出血,pc,2019-07-24,61
0,消化道出血,pc,2019-07-25,0
0,消化道出血,pc,2019-07-26,57
0,消化道出血,pc,2019-07-27,0
0,消化道出血,pc,2019-07-28,0
0,消化道出血,pc,2019-07-29,57
0,消化道出血,pc,2019-07-30,57
0,消化道出血,pc,2019-07-31,59
0,消化道出血,pc,2019-08-01,59
0,消化道出血,pc,2019-08-02,63
0,消化道出血,pc,2019-08-03,0
0,消化道出血,pc,2019-08-04,0
0,消化道出血,pc,2019-08-05,59
0,消化道出血,pc,2019-08-06,57
0,消化道出血,pc,2019-08-07,0
0,消化道出血,pc,2019-08-08,57
0,消化道出血,pc,2019-08-09,0
0,消化道出血,pc,2019-08-10,57
0,消化道出血,pc,2019-08-11,0
0,消化道出血,pc,2019-08-12,0
0,消化道出血,pc,2019-08-13,59
0,消化道出血,pc,2019-08-14,0
0,消化道出血,pc,2019-08-15,0
0,消化道出血,pc,2019-08-16,0
0,消化道出血,pc,2019-08-17,0
0,消化道出血,pc,2019-08-18,0
0,消化道出血,pc,2019-08-19,0
0,消化道出血,pc,2019-08-20,0
0,消化道出血,pc,2019-08-21,59
0,消化道出血,pc,2019-08-22,57
0,消化道出血,pc,2019-08-23,59
0,消化道出血,pc,2019-08-24,57
0,消化道出血,pc,2019-08-25,0
0,消化道出血,pc,2019-08-26,0
0,消化道出血,pc,2019-08-27,59
0,消化道出血,pc,2019-08-28,0
0,消化道出血,pc,2019-08-29,59
0,消化道出血,pc,2019-08-30,0
0,消化道出血,pc,2019-08-31,0
0,消化道出血,pc,2019-09-01,57
0,消化道出血,pc,2019-09-02,0
0,消化道出血,pc,2019-09-03,59
0,消化道出血,pc,2019-09-04,63
0,消化道出血,pc,2019-09-05,57
0,消化道出血,pc,2019-09-06,0
0,消化道出血,pc,2019-09-07,0
0,消化道出血,pc,2019-09-08,0
0,消化道出血,pc,2019-09-09,0
0,消化道出血,pc,2019-09-10,57
0,消化道出血,pc,2019-09-11,0
0,消化道出血,pc,2019-09-12,0
0,消化道出血,pc,2019-09-13,0
0,消化道出血,pc,2019-09-14,57
0,消化道出血,pc,2019-09-15,59
0,消化道出血,pc,2019-09-16,0
0,消化道出血,pc,2019-09-17,57
0,消化道出血,pc,2019-09-18,0
0,消化道出血,pc,2019-09-19,0
0,消化道出血,pc,2019-09-20,0
